what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1602838408525
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1602838408525
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1602838408525
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1602838408525
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1602838408526
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1602838408526
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1602838408526
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1602838408527
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1602838408527
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1602838408527
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1602838408527
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1602838408528
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1602838408528
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1602838408529
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1602838408529
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1602838408529
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1602838408529
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1602838408530
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1602838408530
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1602838408530
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1602838408531
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1602838408531
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1602838408531
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1602838408531
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1602838408532
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1602838408532
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1602838408532
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1602838408533
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1602838408533
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1602838408533
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1602838408534
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1602838408534
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1602838408534
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1602838408534
os,sysinfo,,,"win32",1602838408536
arch,sysinfo,,,"x86",1602838408536
ws,sysinfo,,,"win32",1602838408536
locale,sysinfo,,,"fr_FR",1602838408536
processors,sysinfo,,,"8",1602838408536
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1602838408536
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1602838408536
java.specification.name,sysinfo,,,"Java Platform API Specification",1602838408536
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1602838408536
java.specification.version,sysinfo,,,"1.6",1602838408536
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1602838408536
java.version,sysinfo,,,"1.6.0_23",1602838408536
java.vm.info,sysinfo,,,"mixed mode",1602838408536
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1602838408536
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1602838408536
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1602838408536
java.vm.specification.version,sysinfo,,,"1.0",1602838408536
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1602838408536
java.vm.version,sysinfo,,,"19.0-b09",1602838408536
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602838416006
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1602838417661
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1602838417689
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1602838429080
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1602838429595
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1602838432433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838432442
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1602838432468
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1602838432491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838434318
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602838439260
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602838439290
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1602838442102
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1602838473919
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602838475628
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602838475629
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1602838475639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602838480561
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602838483048
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1602838499359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1602838502425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1602838509932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1602838536786
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1602838539236
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838544112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838555129
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1602838559819
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1602838559825
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838562483
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838564702
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1602838566857
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1602838566868
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1602838569180
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1602838569181
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1602838572083
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1602838572434
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1602838572440
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1602838651264
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602838656193
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1602839025616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839025617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839026909
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839027448
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1602839029012
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1602839029987
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839045453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839047358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839055143
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1602839057125
