what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1601626282647
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1601626282647
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1601626282648
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1601626282648
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1601626282649
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1601626282649
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1601626282649
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1601626282650
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1601626282650
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1601626282650
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1601626282650
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1601626282651
os,sysinfo,,,"win32",1601626282652
arch,sysinfo,,,"x86",1601626282652
ws,sysinfo,,,"win32",1601626282652
locale,sysinfo,,,"fr_FR",1601626282652
processors,sysinfo,,,"8",1601626282652
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1601626282652
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1601626282652
java.specification.name,sysinfo,,,"Java Platform API Specification",1601626282652
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1601626282652
java.specification.version,sysinfo,,,"1.6",1601626282652
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1601626282652
java.version,sysinfo,,,"1.6.0_23",1601626282652
java.vm.info,sysinfo,,,"mixed mode",1601626282652
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1601626282652
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1601626282652
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1601626282652
java.vm.specification.version,sysinfo,,,"1.0",1601626282652
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1601626282652
java.vm.version,sysinfo,,,"19.0-b09",1601626282652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1601626289238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1601626304312
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1601626304468
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1601626304526
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1601626304613
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1601626304631
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1601626304656
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1601626304656
stopped,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1601626304656
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1601626304657
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1601626304657
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1601626304658
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1601626304658
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1601626304659
